gameId,playId,nflId_x,displayName,frameId,frameType,time,club,playDirection,x,y,s,a,dis,o,dir,event,nflId_y,position,wasRunningRoute,motion_one,motion_two,motion_three,motion_four,motion_five,motion_six,didBlock,distanceToFootball,distanceToTeammate,nearestTeammatePosition,distanceToDefender,nearestDefenderPosition,orientation,position_encoded,nearestTeammatePosition_encoded,orientation_encoded,nearestDefenderPosition_encoded,prediction
2022100900,3109,54577,Daniel Bellinger,1,BEFORE_SNAP,2022-10-09 16:01:23.2,NYG,right,45.03,23.7,1.01,3.25,0.09,15.38,34.19,huddle_break_offense,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.682092638275105,0.651152823843989,RB,6.652435644183263,DE,Steep Inside,0,5,4,2,0.45976093
2022100900,3109,54577,Daniel Bellinger,2,BEFORE_SNAP,2022-10-09 16:01:23.3,NYG,right,45.1,23.8,1.42,3.4,0.12,23.47,36.26,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.610172618356732,0.7892401408950296,RB,6.585134774626862,DE,Steep Inside,0,5,4,2,0.41008037
2022100900,3109,54577,Daniel Bellinger,3,BEFORE_SNAP,2022-10-09 16:01:23.4,NYG,right,45.19,23.93,1.74,2.99,0.16,23.47,36.77,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.520895010522613,0.949210198006744,QB,6.500538439237171,DE,Steep Inside,0,4,4,2,0.4738794
2022100900,3109,54577,Daniel Bellinger,4,BEFORE_SNAP,2022-10-09 16:01:23.5,NYG,right,45.3,24.09,2.04,2.53,0.19,27.24,35.92,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.417079561062506,0.7648529270389188,QB,6.381222453417526,DE,Steep Inside,0,4,4,2,0.57515156
2022100900,3109,54577,Daniel Bellinger,5,BEFORE_SNAP,2022-10-09 16:01:23.6,NYG,right,45.43,24.27,2.33,2.14,0.22,31.61,35.83,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.301545307428666,0.5599999999999987,QB,6.269202501116069,DE,Steep Inside,0,4,4,2,0.61121625
2022100900,3109,54577,Daniel Bellinger,6,BEFORE_SNAP,2022-10-09 16:01:23.7,NYG,right,45.56,24.47,2.49,1.58,0.24,36.19,32.95,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.197545974597954,0.3769615364994168,QB,6.154689269167044,DE,Inside,0,4,2,2,0.67961097
2022100900,3109,54577,Daniel Bellinger,7,BEFORE_SNAP,2022-10-09 16:01:23.8,NYG,right,45.68,24.69,2.61,1.26,0.25,40.57,30.11,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.118663904890928,0.2954657340538849,QB,6.057061994069404,DE,Inside,0,4,2,2,0.68697673
2022100900,3109,54577,Daniel Bellinger,8,BEFORE_SNAP,2022-10-09 16:01:23.9,NYG,right,45.81,24.93,2.76,1.2,0.27,43.12,27.38,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.049455830879783,0.4427188724235749,QB,5.943904440685429,DE,Inside,0,4,2,2,0.68353546
2022100900,3109,54577,Daniel Bellinger,9,BEFORE_SNAP,2022-10-09 16:01:24,NYG,right,45.93,25.19,2.87,1.27,0.28,46.18,24.57,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.029341819535474,0.7043436661176119,QB,5.8534946826660725,DE,Inside,0,4,2,2,0.675505
2022100900,3109,54577,Daniel Bellinger,10,BEFORE_SNAP,2022-10-09 16:01:24.1,NYG,right,46.05,25.46,3.0,1.48,0.29,44.71,21.76,0,54577.0,TE,1,0.0,0.0,0.0,0.0,0.0,1.0,0,4.027169891032476,0.9908582138732026,QB,5.774738089298943,DE,Inside,0,4,2,2,0.65057546
