gameId,playId,nflId_x,displayName,frameId,frameType,time,club,playDirection,x,y,s,a,dis,o,dir,event,nflId_y,position,wasRunningRoute,game_play_id,motion_one,motion_two,motion_three,motion_four,motion_five,motion_six,didBlock,distanceToFootball,closest_teammate_distance,closest_teammate_position,orientation,position_encoded,closest_teammate_position_encoded,orientation_encoded,prediction
2022110603,534,30842,Marcedes Lewis,1,BEFORE_SNAP,2022-11-06 18:22:14.2,GB,1,83.09,33.4,2.22,0.86,0.23,59.65,38.02,huddle_break_offense,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.510709732949174,1.115168148756047,T,Outside,0,4,3,0.68520445
2022110603,534,30842,Marcedes Lewis,2,BEFORE_SNAP,2022-11-06 18:22:14.3,GB,1,83.23,33.58,2.14,0.94,0.22,64.78,39.47,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.572144143516508,1.1820744477400738,T,Outside,0,4,3,0.6753257
2022110603,534,30842,Marcedes Lewis,3,BEFORE_SNAP,2022-11-06 18:22:14.4,GB,1,83.36,33.74,2.02,1.09,0.21,69.54,40.31,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.632494129685736,1.2432618388738557,T,Outside,0,4,3,0.675026
2022110603,534,30842,Marcedes Lewis,4,BEFORE_SNAP,2022-11-06 18:22:14.5,GB,1,83.49,33.89,1.91,1.13,0.2,73.51,41.43,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.6975431704004516,1.297690255800669,T,Forward,0,4,1,0.7185244
2022110603,534,30842,Marcedes Lewis,5,BEFORE_SNAP,2022-11-06 18:22:14.6,GB,1,83.61,34.02,1.78,1.23,0.18,76.16,42.93,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.751842920270344,1.3500370365290004,T,Forward,0,4,1,0.71626496
2022110603,534,30842,Marcedes Lewis,6,BEFORE_SNAP,2022-11-06 18:22:14.7,GB,1,83.74,34.14,1.64,1.35,0.17,80.46,46.81,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.798636305054903,1.3917614738165462,T,Forward,0,4,1,0.7185932
2022110603,534,30842,Marcedes Lewis,7,BEFORE_SNAP,2022-11-06 18:22:14.8,GB,1,83.86,34.25,1.56,1.28,0.16,84.93,50.11,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.846463627784896,1.4329340529138088,T,Forward,0,4,1,0.70520127
2022110603,534,30842,Marcedes Lewis,8,BEFORE_SNAP,2022-11-06 18:22:14.9,GB,1,83.98,34.34,1.48,1.22,0.15,88.17,53.98,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.884668687813418,1.4674126890551265,T,Forward,0,4,1,0.6942185
2022110603,534,30842,Marcedes Lewis,9,BEFORE_SNAP,2022-11-06 18:22:15,GB,1,84.1,34.43,1.49,0.88,0.15,91.06,55.87,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.9230568574229085,1.504426801143878,T,Forward,0,4,1,0.65913826
2022110603,534,30842,Marcedes Lewis,10,BEFORE_SNAP,2022-11-06 18:22:15.1,GB,1,84.23,34.51,1.48,0.79,0.15,92.93,59.37,0,30842.0,TE,1,2022110603 534,0.0,0.0,0.0,0.0,0.0,1.0,0,4.952917272791453,1.5305554547287705,T,Forward,0,4,1,0.646155
